lib_etendu,bilan,montant_signe,signe,num_oper,diff_ope_val
3637,21140,-1200.0,1,2224,1.0
4056,21140,484.01,0,6277,-1.0
2523,21140,-10.0,1,6482,4.0
2523,21140,-10.0,1,1447,4.0
3064,21140,2185.89,0,4783,-1.0
2942,21140,15.0,0,4783,-1.0
5070,21140,484.01,0,627,-1.0
3161,21140,484.01,0,4122,-1.0
341,21310,2000.0,0,895,0.0
1819,21310,-44.0,1,5078,0.0
328,21310,-1000.0,1,6689,4.0
169,21310,1000.0,0,543,0.0
4865,21310,-2000.0,1,4015,0.0
4865,21310,-1000.0,1,5524,0.0
4865,21310,-10000.0,1,6711,0.0
455,21310,5000.0,0,7751,-15.0
3832,21310,-2000.0,1,6178,0.0
3361,21310,900.0,0,1442,-1.0
2603,21310,30000.0,0,3486,0.0
2455,21310,-1400.0,1,7270,1.0
2124,21310,2000.0,0,3177,0.0
2124,21310,1500.0,0,2484,0.0
2124,21310,1500.0,0,563,0.0
4426,21310,10000.0,0,6935,0.0
2364,21310,5000.0,0,989,0.0
1229,21310,-1000.0,1,5058,15.0
5252,21310,300.0,0,6745,0.0
1450,21310,50000.0,0,5940,0.0
2912,21310,-8000.0,1,2033,0.0
2329,21310,-200.0,1,3169,4.0
4808,21310,5000.0,0,5665,0.0
249,21310,-821.51,1,2089,1.0
1180,21310,5000.0,0,7116,0.0
4746,21310,-1000.0,1,4553,4.0
1464,21310,-9999.0,1,3983,1.0
3636,21310,100.0,0,2423,-15.0
4345,21310,2200.0,0,283,0.0
2780,21310,70500.0,0,5628,-15.0
2167,21431,5700.0,0,327,-1.0
152,21439,-1020.0,1,7751,1.0
2416,21439,25.0,0,7751,0.0
770,21455,8792.08,0,1713,-3.0
244,21449,-86.9,1,5611,0.0
244,21449,-20.9,1,1662,0.0
244,21449,-16.5,1,2355,0.0
244,21449,-86.9,1,2424,0.0
244,21449,-86.9,1,4349,0.0
244,21449,-20.9,1,226,0.0
244,21449,-16.5,1,7128,0.0
244,21449,-16.5,1,6831,0.0
244,21449,-86.9,1,3697,0.0
244,21449,-86.9,1,2648,0.0
1825,21611,3294539.54,0,3897,-1.0
3621,44212,1.0,0,935,0.0
4427,44212,15.0,0,5706,0.0
748,44212,22.0,0,3302,0.0
2942,44212,-1.36,1,4783,-1.0
781,44212,1.0,0,6025,0.0
3568,44212,1.0,0,7751,0.0
3408,44212,2.95,0,7751,5.0
3408,44212,5.67,0,7751,4.0
4780,44212,6.0,0,7751,-1.0
3735,44212,3.0,0,7751,-1.0
1474,44212,3.5,0,7751,0.0
3408,44212,51.82,0,7751,4.0
3408,44212,7.44,0,7751,4.0
3408,44212,1.93,0,7751,5.0
4165,44212,129.48,0,4731,1.0
11,44212,2.96,0,7751,1.0
11,44212,34.43,0,2812,0.0
11,44212,6.6,0,7751,1.0
2009,44212,120.0,0,4007,0.0
4669,44212,19.5,0,4007,0.0
2606,44212,13.5,0,6937,0.0
1788,44212,2.5,0,7751,0.0
3119,44212,2.0,0,7751,0.0
4553,44212,1.5,0,7751,0.0
822,44212,1.0,0,7751,0.0
2576,44212,3.0,0,7751,0.0
3281,44212,2.0,0,7751,0.0
4673,44212,4.0,0,2354,0.0
625,44212,9.0,0,2354,0.0
625,44212,9.0,0,2354,0.0
625,44212,9.0,0,2354,0.0
625,44212,9.0,0,2354,0.0
625,44212,9.0,0,2354,0.0
2638,44212,-45623.01,1,2859,0.0
4579,44212,7.54,0,7751,3.0
4579,72271,75.41,0,7751,3.0
4165,72520,1294.82,0,4731,1.0
922,72800,29.69,0,733,1.0
3085,72800,56.84,0,5747,1.0
3085,72800,61.12,0,4496,1.0
3085,72800,61.12,0,5448,1.0
3085,72800,61.12,0,1531,1.0
671,72800,32.7,0,695,1.0
671,72800,61.83,0,1286,1.0
671,72800,61.83,0,5208,1.0
5193,72800,17.39,0,2804,1.0
5193,72800,65.08,0,3962,1.0
2187,72800,29.21,0,1327,1.0
2187,72800,2.34,0,1327,1.0
2187,72800,29.21,0,1028,1.0
4848,72800,5.56,0,1421,1.0
4848,72800,9.92,0,7579,1.0
2829,72800,14.34,0,3679,1.0
2829,72800,14.82,0,3679,1.0
2829,72800,14.34,0,4635,1.0
2829,72800,14.34,0,6343,1.0
2829,72800,14.82,0,146,1.0
2829,72800,0.08,0,3508,1.0
2829,72800,14.34,0,3508,1.0
2829,72800,14.82,0,7602,1.0
2829,72800,14.82,0,1350,1.0
2829,72800,14.82,0,4522,1.0
3446,74290,450.0,0,2354,0.0
4780,74470,60.0,0,7751,-1.0
4912,74912,25.0,0,7751,0.0
4122,74546,518.87,0,3506,4.0
770,74110,17.76,0,1713,-3.0
4669,74991,195.0,0,4007,0.0
2606,74991,135.0,0,6937,0.0
1428,73111,40.0,0,2354,0.0
2009,74996,1200.0,0,4007,0.0
2356,74420,25.0,0,7751,0.0
2222,74430,220.0,0,3302,0.0
3735,74430,30.0,0,7751,-1.0
426,74450,30.0,0,7751,0.0
4,73272,15.0,0,7751,0.0
658,73281,10.0,0,5112,0.0
4709,73281,10.0,0,7751,0.0
3926,73281,10.0,0,7751,0.0
484,73281,20.0,0,7751,0.0
2019,73281,10.0,0,7751,0.0
2019,73281,20.0,0,7751,0.0
3103,74210,22.54,0,2443,0.0
775,74221,150.0,0,5706,0.0
2942,74221,-13.64,1,4783,-1.0
781,74222,10.0,0,6025,0.0
5193,21869,-17.39,1,2804,1.0
5193,21869,-65.08,1,3962,1.0
3253,21869,3451.21,0,5293,1.0
3253,21869,3258.74,0,5293,1.0
4388,21869,-110.0,1,668,1.0
3253,21869,110.0,0,205,1.0
3253,21869,65.08,0,4106,1.0
3253,21869,17.39,0,4106,1.0
3253,21869,3451.19,0,4860,1.0
2187,21869,-29.21,1,1327,1.0
2187,21869,-2.34,1,1327,1.0
2187,21869,-29.21,1,1028,1.0
671,21869,-61.83,1,5208,1.0
671,21869,-61.83,1,1286,1.0
671,21869,-32.7,1,695,1.0
3085,21869,-61.12,1,5448,1.0
3085,21869,-61.12,1,1531,1.0
3085,21869,-56.84,1,5747,1.0
3085,21869,-61.12,1,4496,1.0
922,21869,-29.69,1,733,1.0
2506,21869,26323.15,0,7026,1.0
2829,21869,-14.82,1,1350,1.0
2829,21869,-14.34,1,3679,1.0
2829,21869,-14.82,1,3679,1.0
2829,21869,-14.34,1,4635,1.0
5078,21869,14.82,0,4589,1.0
5078,21869,14.82,0,4589,1.0
5078,21869,14.82,0,7432,1.0
5078,21869,2882.88,0,7432,1.0
5074,21869,-110.0,1,1395,1.0
5078,21869,110.0,0,2624,1.0
5078,21869,0.08,0,4589,1.0
5078,21869,14.34,0,4589,1.0
5078,21869,14.34,0,4589,1.0
5078,21869,14.82,0,4589,1.0
5078,21869,14.82,0,4589,1.0
2829,21869,-14.34,1,6343,1.0
2829,21869,-14.82,1,146,1.0
2829,21869,-14.82,1,4522,1.0
2829,21869,-0.08,1,3508,1.0
2829,21869,-14.34,1,3508,1.0
2829,21869,-14.82,1,7602,1.0
5078,21869,14.34,0,4589,1.0
5078,21869,14.82,0,4589,1.0
5078,21869,14.34,0,4589,1.0
1318,21869,0.14,0,4057,1.0
4848,21869,-5.56,1,1421,1.0
4848,21869,-9.92,1,7579,1.0
4670,21425,-338.38,1,1760,5.0
4670,21425,-23.2,1,5807,4.0
4670,21425,-969.5,1,957,5.0
4670,21425,-67.71,1,848,4.0
4670,21425,-93.67,1,1718,4.0
185,21425,500.0,0,7751,0.0
185,21425,200.0,0,7751,0.0
2874,21976,2391.23,0,1413,1.0
2506,21976,-26323.15,1,7026,1.0
2553,21976,-260244.67,1,7181,1.0
4165,21976,-2391.23,1,4731,1.0
1318,21976,-0.14,1,4057,1.0
4070,21110,-10.0,1,6856,0.0
1890,21110,-5000.0,1,1545,0.0
2959,21110,-100.0,1,3839,0.0
411,21110,-100.0,1,5057,0.0
2854,21110,10000.0,0,5119,0.0
547,21110,-5200.0,1,5488,0.0
1284,21110,1000.0,0,3731,0.0
4583,21110,-104.51,1,7323,0.0
4241,21110,6000.0,0,7751,0.0
3396,21110,-1300.0,1,7158,0.0
1657,21110,-100.0,1,1092,0.0
1418,21110,170.0,0,4941,0.0
428,21110,3000.0,0,5434,0.0
361,21110,-3000.0,1,502,0.0
2417,21110,400.0,0,2883,0.0
3704,21110,-500.0,1,6516,0.0
571,21110,-5300.0,1,7273,0.0
2222,21110,-22.0,1,7273,0.0
3478,21110,-1505.5,1,1757,0.0
2742,21110,500.0,0,308,0.0
880,21110,-800.0,1,7110,0.0
2404,21110,5000.0,0,5900,0.0
2902,21110,26500.0,0,7075,0.0
5093,21110,4326.92,0,3507,0.0
2922,21110,-1.48,1,6537,0.0
2222,21110,-22.0,1,6537,0.0
3996,21110,1000.0,0,6455,0.0
2709,21110,-1500.0,1,6101,0.0
4241,21110,3623.0,0,7751,0.0
2553,29836,260244.67,0,7181,1.0
4165,29836,895.12,0,4731,1.0
952,47110,-2047.0,1,7751,-699.0
2943,47110,-1673.0,1,6746,-699.0
2943,47110,-1673.0,1,4151,-699.0
2943,47110,-823.0,1,1663,-699.0
2943,47110,-823.0,1,4823,-699.0
2943,47110,-1673.0,1,6527,-699.0
2943,47110,-1673.0,1,2298,-699.0
2943,47110,-1673.0,1,196,-699.0
2943,47110,-1673.0,1,2901,-699.0
2943,47110,-1673.0,1,7649,-699.0
2943,47110,-6623.0,1,7292,-699.0
281,47110,1667557.87,0,7751,-699.0
2626,47110,-476952.0,1,7751,-699.0
3066,47110,3300.0,0,959,-699.0
1583,47110,20100.0,0,7587,-699.0
952,47110,2047.0,0,6182,-699.0
879,47110,1000.0,0,2751,-699.0
1509,47110,1673.0,0,1204,-699.0
1509,47110,1673.0,0,6462,-699.0
4374,47110,100700.0,0,5641,-699.0
1509,47110,823.0,0,3874,-699.0
21,47110,700.0,0,6305,-699.0
1286,47110,270.0,0,3089,-699.0
461,47110,1000.0,0,3353,-699.0
1509,47110,823.0,0,1589,-699.0
1509,47110,1673.0,0,6966,-699.0
1509,47110,1673.0,0,7282,-699.0
1152,47110,1100.0,0,4790,-699.0
1509,47110,1673.0,0,4437,-699.0
4283,47110,300.0,0,5158,-699.0
190,47110,1500.0,0,4988,-699.0
2095,47110,1250.0,0,5076,-699.0
1176,47110,40000.0,0,2418,-699.0
49,47110,75000.0,0,3013,-699.0
3290,47110,-3000.0,1,6954,-699.0
2074,47110,1000.0,0,4100,-699.0
1105,47110,7200.0,0,1682,-699.0
381,47110,18150.0,0,6310,-699.0
1449,47110,3500.0,0,7697,-699.0
1125,47110,300.0,0,1986,-699.0
1125,47110,300.0,0,4840,-699.0
1863,47110,4000.0,0,4719,-699.0
763,47110,2000.0,0,1727,-699.0
2540,47110,10000.0,0,6677,-699.0
4891,47110,20000.0,0,103,-699.0
3487,47110,2107.05,0,1249,-699.0
3286,47110,-2000.0,1,2450,-699.0
3999,47110,-1000.0,1,581,-699.0
1281,47110,-9500.0,1,7296,-699.0
1509,47110,1673.0,0,6476,-699.0
2828,47110,-11000.0,1,245,-699.0
1509,47110,1673.0,0,718,-699.0
4607,47110,-30000.0,1,1997,-699.0
1509,47110,6623.0,0,6276,-699.0
4122,74546,29.83,0,1760,5.0
4370,74546,56.81,0,7125,4.0
2121,74546,74.6,0,3530,4.0
4122,74546,19.38,0,5,5.0
3823,74998,14.64,0,7751,1.0
3823,74998,172.22,0,2812,0.0
3823,74998,43.56,0,7751,1.0
198,21210,13722.6,0,1570,0.0
2009,21210,-55.0,1,379,0.0
262,21210,6135.0,0,3085,0.0
2746,21210,-181.77,1,4786,1.0
2842,21210,-275.0,1,4142,0.0
2009,21210,-55.0,1,6200,0.0
3685,21210,-5.0,1,7751,0.0
4747,21210,-5491.0,1,4555,0.0
4747,21210,-149773.0,1,2028,0.0
4539,21210,-5043.9,1,5273,0.0
4539,21210,-240.0,1,346,0.0
4539,21210,-1061.65,1,4882,0.0
4539,21210,-1660.1,1,2710,0.0
4539,21210,-240.0,1,6799,0.0
4539,21210,-200.0,1,4897,0.0
4539,21210,-1676.2,1,7166,0.0
4539,21210,-506.6,1,7326,0.0
4539,21210,-240.0,1,5366,0.0
4539,21210,-1756.45,1,3069,0.0
2367,21210,-15000.0,1,3676,1.0
745,21210,-2000.0,1,4250,1.0
2426,21210,-5604.0,1,2053,1.0
911,21210,-4000.0,1,355,1.0
2439,21210,1860.0,0,1570,0.0
4699,21210,1524.0,0,3379,0.0
4565,21210,5800.0,0,7751,-1.0
4565,21210,45299.99,0,6186,0.0
5036,21210,2340.0,0,3906,0.0
383,21210,-3300.0,1,6570,0.0
2052,21210,-1600.0,1,3330,1.0
2009,21210,-55.0,1,910,0.0
2356,21210,-16.5,1,7751,0.0
2009,21210,-55.0,1,4652,0.0
3685,21210,-5.0,1,7751,0.0
4663,21210,-12102.0,1,1056,1.0
519,21210,1782.02,0,1570,0.0
4898,21210,1500.0,0,7751,-1.0
4561,21210,1000.0,0,4155,0.0
3493,21210,-18085.59,1,7480,1.0
2009,21210,-55.0,1,7629,0.0
2606,21210,-49.5,1,356,0.0
4747,21210,-58.0,1,4487,0.0
4747,21210,-1626.0,1,4569,0.0
1551,21210,-99.0,1,1952,0.0
4800,21210,-2260.87,1,1316,1.0
766,21210,13247.5,0,2050,-1.0
1680,21210,-60840.0,1,4881,1.0
2331,21210,3100.0,0,1570,0.0
447,21210,-2800.0,1,1958,0.0
2009,21210,-55.0,1,3694,0.0
4747,21210,-2038.0,1,1952,0.0
4539,21210,-293.2,1,7474,0.0
176,21210,2000.0,0,4351,-1.0
3373,21210,-139840.0,1,2773,1.0
3987,21210,-500.0,1,2467,4.0
5067,21210,-3443.96,1,664,1.0
4387,21210,-8000.0,1,6112,1.0
3213,21210,64694.81,0,1570,0.0
3914,21210,20990.42,0,5154,-1.0
1069,21210,23457.82,0,5663,-1.0
3808,21210,32133.43,0,4690,-1.0
2009,21210,-55.0,1,2526,0.0
4669,21210,-214.5,1,2526,0.0
3445,21210,39697.15,0,5406,0.0
3107,21210,31468.84,0,7751,-1.0
3685,21210,-25.0,1,7751,0.0
4747,21210,-35551.0,1,1084,0.0
4747,21210,-751.0,1,5897,0.0
4539,21210,-251.0,1,6056,0.0
4539,21210,-210.0,1,7032,0.0
4539,21210,-511.0,1,3337,0.0
4241,21210,20000.0,0,7751,-1.0
147,21210,43200.0,0,7751,-1.0
147,21210,1536794.52,0,7751,-1.0
147,21210,22680.0,0,7751,-1.0
1075,21210,-450.0,1,1196,1.0
4747,21210,-10811.0,1,780,0.0
4747,21210,-104.0,1,7178,0.0
4747,21210,-17011.0,1,297,0.0
1551,21210,-99.0,1,1143,0.0
3685,21210,-5.0,1,7751,0.0
2606,21210,-49.5,1,4412,0.0
2009,21210,-55.0,1,871,0.0
2606,21210,-49.5,1,871,0.0
1855,21210,-44871.6,1,5725,1.0
620,21210,-1930.0,1,2336,1.0
4343,21210,-626.72,1,4963,4.0
4343,21210,-1114.28,1,40,4.0
2009,21210,-55.0,1,2645,0.0
2606,21210,-49.5,1,2709,0.0
2009,21210,-55.0,1,1585,0.0
5149,21210,7084.8,0,777,-1.0
4860,21210,-84000.0,1,483,1.0
3271,21210,-76800.0,1,5886,1.0
229,21210,-81600.0,1,1786,1.0
4804,21210,-74400.0,1,6832,1.0
1207,21210,-103560.0,1,4724,1.0
465,21210,-97800.0,1,475,1.0
2100,21210,16762.31,0,1570,0.0
3886,21210,16417.0,0,3094,-1.0
1362,21210,-154.38,1,5246,4.0
1362,21210,-486.0,1,4625,4.0
1362,21210,-226.8,1,4670,4.0
1362,21210,-486.0,1,3572,4.0
1362,21210,-144.0,1,2376,4.0
1362,21210,-168.0,1,2385,4.0
1362,21210,-1639.0,1,665,4.0
1362,21210,-5154.44,1,6042,4.0
1362,21210,-144.0,1,2995,4.0
1362,21210,-510.0,1,1742,4.0
1362,21210,-239.4,1,4965,4.0
4343,21210,-1312.52,1,65,4.0
2009,21210,-55.0,1,262,0.0
4669,21210,-214.5,1,262,0.0
1168,21210,-2459.26,1,1598,1.0
2131,21210,-2201.56,1,5497,1.0
3318,21210,-205.0,1,1064,1.0
534,21210,-155.0,1,472,1.0
668,21210,-12432.0,1,6300,1.0
4810,21210,-9744.0,1,1900,1.0
3830,21210,-7410.0,1,3081,1.0
2193,21210,-5000.0,1,5396,1.0
3544,21210,-5000.0,1,7293,1.0
1466,21210,-5850.0,1,6068,1.0
4721,21210,-22736.0,1,5209,1.0
4721,21210,-3055.0,1,400,1.0
3086,21210,-2369.78,1,4441,1.0
2119,21210,-13363.98,1,6802,1.0
3811,21210,-3139.2,1,4077,1.0
2983,21210,-1569.6,1,6333,1.0
4747,21210,-2091.0,1,1143,0.0
4747,21210,-305.0,1,5466,0.0
3712,21210,-2745.0,1,2487,1.0
2964,21210,-37000.0,1,3124,1.0
4747,21210,-1524.0,1,7259,0.0
4558,21210,71339.19,0,653,-3.0
3896,21210,-3036.0,1,6695,4.0
4669,21210,-214.5,1,5086,0.0
648,21210,163121.88,0,7693,0.0
3098,21210,10131.36,0,2748,0.0
4161,21210,-20000.0,1,5801,0.0
4161,21210,20000.0,0,5801,0.0
262,21210,112092.91,0,7598,0.0
4747,21210,-34353.0,1,660,0.0
532,21210,-9713.9,1,2914,1.0
23,21210,-1200.0,1,5099,1.0
2441,21210,-10386.38,1,5923,1.0
1104,21210,-9668.1,1,6205,1.0
1258,21210,-4600.0,1,1735,1.0
5062,21210,-5062.41,1,7312,1.0
2009,21210,-55.0,1,7384,0.0
2606,21210,-49.5,1,5884,0.0
4747,21210,-6380.0,1,3894,0.0
2009,21210,-55.0,1,1305,0.0
4383,21210,-6000.0,1,6830,1.0
3268,21210,-4000.0,1,7434,1.0
4901,21210,-160.0,1,6504,0.0
2812,21210,8644.5,0,6702,0.0
3943,21210,-8644.5,1,4641,0.0
4906,21210,-11.0,1,7751,0.0
2244,21210,87546.0,0,7751,-1.0
3180,21210,-2000.0,1,7554,0.0
3165,21210,-12418.38,1,4606,1.0
2621,21210,-320.0,1,3088,1.0
4026,21210,-3556.8,1,4328,1.0
125,21210,-5000.0,1,5657,1.0
2009,21210,-55.0,1,2318,0.0
4747,21210,-4780.0,1,1403,0.0
1551,21210,-99.0,1,3390,0.0
3793,21210,-12000.0,1,6598,1.0
4724,21210,-300.0,1,4078,4.0
4580,21210,3729.6,0,1803,0.0
4747,21210,-71307.0,1,3390,0.0
1551,21210,-99.0,1,6714,0.0
2607,21210,-3000.0,1,1206,4.0
2298,21210,533927.33,0,1570,0.0
3478,21210,-1380.5,1,7313,4.0
3478,21210,-705.5,1,498,4.0
3478,21210,-1380.5,1,4620,4.0
3478,21210,-1380.5,1,1541,4.0
3478,21210,-1380.5,1,3144,4.0
3478,21210,-1380.5,1,92,4.0
3478,21210,-805.5,1,5789,4.0
2009,21210,-55.0,1,5056,0.0
2606,21210,-49.5,1,5056,0.0
4747,21210,-17423.0,1,6714,0.0
3577,21210,-2400.0,1,5006,1.0
4747,21210,-20.0,1,4702,0.0
4076,21210,96746.64,0,7220,0.0
957,21210,-705.5,1,6700,4.0
2606,21210,-49.5,1,1241,0.0
1208,21210,-13104.0,1,1858,1.0
2896,21210,-33899.99,1,6145,1.0
4013,21210,-69480.01,1,5565,1.0
4747,21210,-79.0,1,7607,0.0
4747,21210,-9418.0,1,2943,0.0
2599,21210,-9574.27,1,5088,1.0
5089,21210,13000.0,0,5666,-1.0
2934,21210,64800.0,0,1570,0.0
718,21210,3600.0,0,3131,-1.0
2009,21210,-55.0,1,3705,0.0
3685,21210,-5.0,1,7751,0.0
2009,21210,-55.0,1,6783,0.0
4863,21210,1000.0,0,1519,0.0
4747,21210,-684.0,1,2905,0.0
1872,21210,-34150.0,1,3435,1.0
2009,21210,-55.0,1,2565,0.0
2009,21210,-55.0,1,1637,0.0
4539,21210,-882.0,1,2646,0.0
4539,21210,-134.3,1,1290,0.0
4539,21210,-120.0,1,66,0.0
4539,21210,-877.2,1,5958,0.0
4539,21210,-577.15,1,3708,0.0
2499,21210,-38660.0,1,4911,1.0
542,21210,-22846.14,1,2677,1.0
2464,21210,-3533.0,1,5840,1.0
1509,21210,-6623.0,1,2758,1.0
2009,21210,-55.0,1,988,0.0
2606,21210,-49.5,1,2836,0.0
4747,21210,-3208.0,1,3740,0.0
1551,21210,-99.0,1,4433,0.0
1509,21210,-823.0,1,7728,1.0
4747,21210,-4121.0,1,4433,0.0
2468,21210,-3912.01,1,4488,4.0
1061,21210,4000.0,0,2853,-1.0
2851,21210,5160.0,0,1570,0.0
94,21210,10320.0,0,1570,0.0
4565,21210,21360.0,0,4978,-1.0
4747,21210,-20640.0,1,6265,0.0
2009,21210,-55.0,1,5364,0.0
2889,21210,-15470.0,1,2829,1.0
2009,21210,-55.0,1,2000,0.0
4747,21210,-103.0,1,5163,0.0
4747,21210,-13656.0,1,6502,0.0
2468,21210,-428.5,1,7225,4.0
4539,21210,-199.0,1,5322,0.0
4539,21210,-703.8,1,4149,0.0
2731,21210,15000.0,0,4230,-1.0
4539,21210,-267.3,1,1294,0.0
2009,21210,-55.0,1,4079,0.0
4539,21210,-400.0,1,7188,0.0
2009,21210,-55.0,1,5927,0.0
1066,21210,-100000.0,1,2329,1.0
2009,21210,-55.0,1,5198,0.0
4539,21210,-199.0,1,6883,0.0
4539,21210,-77.16,1,317,0.0
4539,21210,-147.64,1,1597,0.0
4539,21210,-498.0,1,4984,0.0
4539,21210,-199.1,1,2215,0.0
294,21210,7400.0,0,3459,-1.0
3273,21210,-13600.0,1,1721,1.0
691,21210,-110.0,1,7751,0.0
2009,21210,-55.0,1,4075,0.0
2182,21210,-54000.0,1,6187,0.0
2182,21210,54000.0,0,6187,0.0
3685,21210,-5.0,1,7751,0.0
4747,21210,-2412.0,1,2123,0.0
2009,21210,-55.0,1,4417,0.0
1373,21210,-3000.0,1,2842,0.0
2009,21210,-55.0,1,7576,0.0
4747,21210,-5.0,1,2,0.0
2009,21210,-55.0,1,1307,0.0
4986,21210,-10000.0,1,5320,1.0
4747,21210,-436.0,1,5983,0.0
4747,21210,-97.0,1,2801,0.0
2009,21210,-55.0,1,1011,0.0
1492,21210,3900.0,0,3774,0.0
957,21210,-1505.5,1,1869,4.0
1513,21210,-840.0,1,4837,1.0
4521,21210,-2760.0,1,2182,1.0
589,21210,4080.0,0,1570,0.0
4747,21210,-64356.0,1,2414,0.0
2637,21210,25500.0,0,7751,-1.0
2232,21210,-227835.0,1,7720,1.0
964,21210,-5720.0,1,6,1.0
2253,21210,-7594.0,1,823,0.0
4764,21210,-5000.0,1,5618,0.0
2009,21210,-55.0,1,4451,0.0
3932,21210,-2100.0,1,1876,1.0
2009,21210,-55.0,1,1940,0.0
2009,21210,-55.0,1,1855,0.0
636,21210,22000.0,0,1956,0.0
4747,21210,-9996.0,1,336,0.0
2009,21210,-55.0,1,4614,0.0
4747,21210,-782.0,1,6654,0.0
4353,21210,-500.0,1,3412,1.0
2550,21210,4440.0,0,681,0.0
2550,21210,1000.0,0,6005,0.0
957,21210,-4456.0,1,2596,4.0
2606,21210,-49.5,1,4987,0.0
4241,21210,9800.0,0,7751,-1.0
4780,21210,-16.5,1,7751,1.0
957,21210,-705.5,1,3058,4.0
957,21210,-705.5,1,2345,4.0
2606,21210,-49.5,1,1961,0.0
4792,21210,-3500.0,1,6248,1.0
2588,21210,-9062.5,1,3495,1.0
3608,21210,-83500.0,1,3582,1.0
3691,21210,3679.26,0,7751,0.0
979,21210,465000.0,0,1570,0.0
2842,21210,-275.0,1,5489,0.0
4564,21210,-684.0,1,1998,1.0
5005,21210,-53120.63,1,2286,1.0
2009,21210,-55.0,1,5879,0.0
4669,21210,-214.5,1,5879,0.0
2024,21210,31500.0,0,1570,0.0
3564,21210,-96746.64,1,5912,0.0
4826,21210,17280.0,0,2307,0.0
4565,21210,4800.0,0,6822,0.0
4565,21210,9413.1,0,4669,-1.0
24,21210,190000.0,0,4309,-1.0
2606,21210,-49.5,1,270,0.0
2142,21210,-5000.0,1,249,1.0
3944,21210,-2000.0,1,5750,4.0
691,21210,-110.0,1,7751,0.0
2606,21210,-49.5,1,723,0.0
4240,21210,7500.0,0,1570,0.0
4241,21210,11000.0,0,7751,-1.0
4241,21210,14326.0,0,7751,-1.0
4241,21210,3340.0,0,7751,-1.0
4241,21210,15000.0,0,7751,-1.0
4241,21210,14600.0,0,7751,-1.0
1087,21210,-20000.0,1,2644,0.0
4565,21210,25000.0,0,7749,0.0
3379,21210,-3000.0,1,4055,4.0
4092,21210,-168.0,1,3561,1.0
2606,21210,-49.5,1,4041,0.0
4902,21210,9948.0,0,847,0.0
2606,21210,-49.5,1,1228,0.0
2669,21210,-1000.0,1,1275,4.0
2606,21210,-49.5,1,3151,0.0
2009,21210,-55.0,1,3418,0.0
2606,21210,-49.5,1,3418,0.0
4402,21210,-7450.0,1,3722,0.0
2606,21210,-49.5,1,6449,0.0
2903,21210,9100.0,0,619,0.0
4310,21210,-100.0,1,6061,0.0
4310,21210,-7000.0,1,4548,0.0
4310,21210,-5000.0,1,6978,0.0
4310,21210,-1200.0,1,6930,0.0
2009,21210,-55.0,1,1082,0.0
1646,11500,1200.0,0,3137,0.0
1873,11500,-1200.0,1,2346,1.0
3460,41710,-3273492.6,1,7751,0.0
2945,41710,-770417.74,1,7751,0.0
2945,41710,770417.74,0,7751,0.0
1139,41710,-261404.76,1,7751,0.0
1570,41710,3273492.6,0,3932,-1.0
878,41710,261404.76,0,7369,-1.0
2945,41511,-487464.27,1,7751,0.0
2945,41511,770417.74,0,7751,0.0
2686,41133,-180252.0,1,7751,0.0
4334,41133,180252.0,0,6834,-1.0
2906,41172,82698.0,0,7751,0.0
3517,41172,-82698.0,1,1644,1.0
2945,41171,7290.96,0,340,0.0
2945,41171,-8644.5,1,7751,0.0
2945,41171,8644.5,0,7751,0.0
4832,41171,-7290.96,1,3406,1.0
1802,41111,-639.0,1,7751,0.0
2945,41111,-131496.84,1,7751,0.0
3854,41111,349568.25,0,2084,-699.0
1120,11110,-708615.75,1,4637,1.0
1120,11110,755580.74,0,1968,-1.0
3195,11110,1200000.0,0,1730,-1.0
4264,11110,-1200000.0,1,4674,1.0
5195,11110,-258600.0,1,6808,1.0
5001,11110,-2700.0,1,3415,1.0
634,11110,1200000.0,0,1845,-1.0
3368,11110,216200.0,0,7751,0.0
3368,11110,1000.0,0,7751,0.0
3368,11110,300.0,0,7751,0.0
3368,11110,300.0,0,7751,0.0
3749,11110,2000.0,0,7751,0.0
3749,11110,6000.0,0,7751,0.0
3001,11110,-8000.0,1,7751,0.0
3001,11110,8000.0,0,7751,0.0
3749,11110,21700.0,0,7751,0.0
3749,11110,2000.0,0,7751,0.0
4279,11110,200.0,0,1158,7.0
4279,11110,1100.0,0,3373,4.0
4279,11110,500.0,0,7316,4.0
4279,11110,500.0,0,6547,4.0
5195,11110,258600.0,0,3181,-1.0
5001,11110,2700.0,0,934,-1.0
634,11110,-1200000.0,1,3801,1.0
1109,21420,-120558.03,1,4796,1.0
1392,21420,120558.03,0,3678,-1.0
984,21110,4353.17,0,492,-1.0
3592,21140,-500.0,1,4499,4.0
557,27925,-50000.0,1,1714,0.0
1626,27927,4973.54,0,7751,2.0
2062,21110,-400.0,1,6532,4.0
2009,21110,-55.0,1,3725,0.0
3903,21110,45000.0,0,7329,-1.0
5141,21110,1500.0,0,738,-1.0
4539,21110,-199.0,1,652,0.0
2991,21110,-180.0,1,4213,0.0
4274,21110,-270.35,1,6778,1.0
5224,21110,-300.0,1,1186,1.0
195,21110,5000.0,0,2556,0.0
4539,21110,-199.0,1,7483,0.0
4391,21110,-2.86,1,4176,4.0
5067,21110,-1510.52,1,5881,1.0
5224,21110,-500.0,1,698,1.0
2498,21110,-449.25,1,2815,1.0
